id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
113,chansey,True,11,346,395,normal,"natural-cure, serene-grace, healer",healer,250,5,5,35,105,50,144,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, growl, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, egg-bomb, fire-blast, swift, skull-bash, soft-boiled, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, thief, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, hail, facade, focus-punch, helping-hand, recycle, brick-break, endeavor, skill-swap, refresh, snatch, secret-power, hyper-voice, aromatherapy, rock-tomb, covet, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, mud-bomb, zen-headbutt, rock-climb, captivate, stealth-rock, grass-knot, charge-beam, telekinesis, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, bestow, bulldoze, work-up, wild-charge, disarming-voice, draining-kiss, fairy-wind, confide, electric-terrain, dazzling-gleam, baby-doll-eyes, power-up-punch, laser-focus, stomping-tantrum, life-dew, tera-blast, snowscape, trailblaze, chilling-water",Se dice que reparte felicidad. Se caracteriza por su compasión y reparte sus huevos entre la gente herida.,False,False,30,140,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/51/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/113.png,2026-02-19T13:58:23.722709
114,tangela,True,10,350,87,grass,"chlorophyll, leaf-guard, regenerator",regenerator,65,55,115,100,40,60,81,"swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, take-down, double-edge, hyper-beam, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, rage, mimic, double-team, reflect, bide, skull-bash, constrict, amnesia, flash, rest, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, sweet-scent, synthesis, hidden-power, sunny-day, psych-up, ancient-power, rock-smash, facade, nature-power, ingrain, knock-off, endeavor, secret-power, tickle, bullet-seed, shock-wave, wake-up-slap, natural-gift, wring-out, power-swap, worry-seed, seed-bomb, energy-ball, giga-impact, leaf-storm, power-whip, captivate, grass-knot, double-hit, rage-powder, acid-spray, round, grassy-terrain, confide, infestation, grassy-glide",Se camufla con la multitud de lianas que envuelven su cuerpo y que no dejan de crecer a lo largo de toda su vida.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/52/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/114.png,2026-02-19T13:58:24.441568
115,kangaskhan,True,22,800,172,normal,"early-bird, scrappy, inner-focus",inner-focus,105,95,80,40,80,90,121,"pound, comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, cut, stomp, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, leer, bite, growl, roar, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, focus-energy, bide, fire-blast, skull-bash, dizzy-punch, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, mud-slap, zap-cannon, foresight, icy-wind, outrage, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, whirlpool, beat-up, fake-out, uproar, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, crush-claw, rock-tomb, aerial-ace, covet, shock-wave, water-pulse, hammer-arm, natural-gift, assurance, fling, trump-card, last-resort, sucker-punch, aqua-tail, drain-punch, focus-blast, giga-impact, avalanche, shadow-claw, rock-climb, captivate, double-hit, round, chip-away, circle-throw, incinerate, retaliate, bulldoze, work-up, confide, power-up-punch, terrain-pulse",Lleva a su cría en la bolsa de su panza. Solo deja que su cría salga a jugar cuando no siente peligro.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/53/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/115.png,2026-02-19T13:58:25.174483
116,horsea,True,4,80,59,water,"swift-swim, sniper, damp",damp,30,40,70,70,25,60,72,"razor-wind, headbutt, take-down, double-edge, leer, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, dragon-rage, toxic, agility, rage, mimic, double-team, smokescreen, focus-energy, bide, waterfall, swift, skull-bash, bubble, splash, rest, substitute, snore, curse, flail, protect, octazooka, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, hidden-power, twister, rain-dance, whirlpool, hail, facade, secret-power, dive, weather-ball, signal-beam, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, dragon-pulse, flash-cannon, captivate, round, clear-smog, scald, confide, laser-focus, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",Es famoso por derribar a bichos voladores lanzando tinta desde la superficie del agua.,False,False,225,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/54/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/116.png,2026-02-19T13:58:25.913696
117,seadra,True,12,250,154,water,"poison-point, sniper, damp",damp,55,65,95,95,45,85,73,"headbutt, take-down, double-edge, leer, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, toxic, agility, rage, mimic, double-team, smokescreen, focus-energy, bide, waterfall, swift, skull-bash, bubble, splash, rest, substitute, snore, curse, flail, protect, scary-face, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, hidden-power, twister, rain-dance, whirlpool, hail, facade, secret-power, dive, weather-ball, signal-beam, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, dragon-pulse, giga-impact, flash-cannon, captivate, round, clear-smog, scald, confide, laser-focus, liquidation, scale-shot, flip-turn, tera-blast, snowscape, chilling-water",Las afiladas púas que le recubren el cuerpo se le erizan y pueden causar el debilitamiento con solo tocarlo.,False,False,75,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/54/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/117.png,2026-02-19T13:58:26.560217
118,goldeen,True,6,150,64,water,"swift-swim, water-veil, lightning-rod",lightning-rod,45,67,60,35,50,63,75,"swords-dance, headbutt, horn-attack, fury-attack, horn-drill, body-slam, take-down, double-edge, tail-whip, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, peck, toxic, agility, quick-attack, rage, mimic, double-team, haze, bide, waterfall, swift, skull-bash, rest, substitute, snore, curse, flail, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, hidden-power, rain-dance, whirlpool, hail, facade, knock-off, secret-power, dive, mud-sport, signal-beam, muddy-water, bounce, mud-shot, water-sport, water-pulse, natural-gift, acupressure, aqua-ring, poison-jab, aqua-tail, captivate, soak, round, scald, drill-run, confide, throat-chop, smart-strike, scale-shot, flip-turn","Nada a una velocidad de cinco nudos. Si siente peligro, golpea con su afilado cuerno.",False,False,225,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/55/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/118.png,2026-02-19T13:58:27.374304
119,seaking,True,13,390,158,water,"swift-swim, water-veil, lightning-rod",lightning-rod,80,92,65,65,80,68,74,"swords-dance, headbutt, horn-attack, fury-attack, horn-drill, body-slam, take-down, double-edge, tail-whip, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, peck, toxic, agility, quick-attack, rage, mimic, double-team, bide, waterfall, swift, skull-bash, rest, substitute, snore, curse, flail, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, hidden-power, rain-dance, whirlpool, hail, facade, knock-off, secret-power, dive, signal-beam, muddy-water, bounce, mud-shot, water-sport, water-pulse, natural-gift, aqua-ring, poison-jab, aqua-tail, giga-impact, captivate, soak, round, scald, drill-run, confide, throat-chop, smart-strike, scale-shot, flip-turn","En otoño, cuando se reproducen, se les puede ver nadando con energía por ríos y arroyos.",False,False,60,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/55/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/119.png,2026-02-19T13:58:28.032624
120,staryu,True,8,345,68,water,"illuminate, natural-cure, analytic",analytic,30,45,55,70,55,85,79,"headbutt, tackle, take-down, double-edge, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, aurora-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, rage, teleport, mimic, double-team, recover, harden, minimize, confuse-ray, barrier, light-screen, reflect, bide, waterfall, swift, skull-bash, flash, psywave, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, rapid-spin, hidden-power, twister, rain-dance, psych-up, whirlpool, hail, facade, magic-coat, recycle, secret-power, dive, camouflage, cosmic-power, signal-beam, water-pulse, gravity, gyro-ball, brine, natural-gift, power-gem, flash-cannon, round, scald, reflect-type, confide, dazzling-gleam, flip-turn","Aunque sus brazos se rompan podrán regenerarse, siempre y cuando su núcleo siga intacto.",False,False,225,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/56/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/120.png,2026-02-19T13:58:28.773731
121,starmie,True,11,800,182,"water, psychic","illuminate, natural-cure, analytic",analytic,60,75,85,100,85,115,92,"headbutt, tackle, take-down, double-edge, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, agility, rage, teleport, mimic, double-team, recover, harden, minimize, confuse-ray, light-screen, reflect, bide, waterfall, swift, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, zap-cannon, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, rapid-spin, hidden-power, twister, rain-dance, psych-up, whirlpool, hail, facade, trick, magic-coat, recycle, skill-swap, secret-power, dive, cosmic-power, signal-beam, water-pulse, gravity, gyro-ball, brine, natural-gift, power-gem, giga-impact, avalanche, psycho-cut, flash-cannon, trick-room, grass-knot, wonder-room, psyshock, telekinesis, round, ally-switch, scald, confide, dazzling-gleam, spotlight, expanding-force, meteor-beam, flip-turn",Su núcleo central brilla con los colores del arcoíris. Para algunos tiene el valor de una gema.,False,False,60,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/56/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/121.png,2026-02-19T13:58:29.463929
122,mr-mime,True,13,545,161,"psychic, fairy","soundproof, filter, technician",technician,40,45,65,100,120,90,127,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, psybeam, hyper-beam, submission, counter, seismic-toss, solar-beam, thunderbolt, thunder-wave, thunder, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, mimic, double-team, confuse-ray, barrier, light-screen, reflect, bide, metronome, skull-bash, dream-eater, flash, psywave, rest, substitute, thief, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, fake-out, uproar, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, snatch, secret-power, teeter-dance, tickle, signal-beam, aerial-ace, iron-defense, covet, magical-leaf, calm-mind, shock-wave, wake-up-slap, natural-gift, payback, fling, copycat, power-swap, guard-swap, sucker-punch, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wide-guard, power-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, stored-power, quick-guard, ally-switch, misty-terrain, confide, mystical-fire, dazzling-gleam, infestation, power-up-punch, psychic-terrain, expanding-force","Para repeler ataques, solidifica el aire y crea muros invisibles con emanaciones de sus dedos.",False,False,45,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/57/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/122.png,2026-02-19T13:58:30.176832
123,scyther,True,15,560,100,"bug, flying","swarm, technician, steadfast",steadfast,70,110,80,55,80,105,88,"razor-wind, swords-dance, cut, wing-attack, headbutt, take-down, double-edge, leer, hyper-beam, counter, toxic, agility, quick-attack, rage, mimic, double-team, light-screen, focus-energy, bide, swift, skull-bash, rest, slash, substitute, thief, snore, curse, reversal, protect, scary-face, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, facade, helping-hand, brick-break, knock-off, secret-power, air-cutter, silver-wind, aerial-ace, roost, natural-gift, feint, tailwind, u-turn, close-combat, assurance, night-slash, air-slash, x-scissor, bug-buzz, vacuum-wave, giga-impact, psycho-cut, defog, cross-poison, captivate, bug-bite, double-hit, ominous-wind, round, quick-guard, acrobatics, struggle-bug, confide, laser-focus, lunge, brutal-swing, skitter-smack, dual-wingbeat, tera-blast, pounce, trailblaze",Destroza a su presa con las guadañas que tiene. No es común que use las alas para volar.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/58/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/123.png,2026-02-19T13:58:30.816600
124,jynx,True,14,406,159,"ice, psychic","oblivious, forewarn, dry-skin",dry-skin,65,50,35,115,95,95,121,"pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, sing, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, toxic, confusion, psychic, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, metronome, lick, skull-bash, dream-eater, lovely-kiss, flash, psywave, rest, substitute, thief, nightmare, snore, curse, powder-snow, protect, sweet-kiss, mud-slap, perish-song, icy-wind, endure, charm, swagger, mean-look, attract, sleep-talk, heal-bell, return, frustration, dynamic-punch, encore, sweet-scent, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, secret-power, hyper-voice, fake-tears, signal-beam, icicle-spear, covet, calm-mind, water-pulse, wake-up-slap, natural-gift, payback, fling, wring-out, copycat, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, avalanche, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, frost-breath, heart-stamp, draining-kiss, confide, power-up-punch, psychic-terrain, aurora-veil, expanding-force, triple-axel",Camina moviendo las caderas de forma llamativa. Puede hacer que la gente baile a su ritmo.,False,False,45,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/59/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/124.png,2026-02-19T13:58:31.514626
125,electabuzz,True,11,300,172,electric,"static, vital-spirit",vital-spirit,65,83,57,95,85,105,99,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, psychic, quick-attack, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, metronome, swift, skull-bash, flash, psywave, rest, substitute, thief, snore, curse, protect, mud-slap, zap-cannon, detect, endure, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, rain-dance, rock-smash, uproar, facade, focus-punch, follow-me, charge, taunt, helping-hand, brick-break, knock-off, secret-power, metal-sound, signal-beam, bulk-up, covet, shock-wave, hammer-arm, natural-gift, feint, fling, magnet-rise, focus-blast, giga-impact, rock-climb, discharge, captivate, charge-beam, electro-ball, low-sweep, round, volt-switch, electroweb, wild-charge, dual-chop, confide, eerie-impulse, electric-terrain, power-up-punch, rising-voltage, tera-blast, trailblaze, supercell-slam","Por la superficie de su piel corre la electricidad. En la oscuridad, su cuerpo se torna blanquecino.",False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/60/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/125.png,2026-02-19T13:58:32.165369
126,magmar,True,13,445,173,fire,"flame-body, vital-spirit",vital-spirit,65,95,57,100,85,93,101,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, submission, low-kick, counter, seismic-toss, strength, fire-spin, toxic, psychic, rage, teleport, mimic, screech, double-team, smokescreen, confuse-ray, focus-energy, bide, metronome, smog, fire-blast, skull-bash, poison-gas, psywave, rest, substitute, thief, flame-wheel, snore, curse, protect, mach-punch, scary-face, feint-attack, belly-drum, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, sunny-day, rock-smash, uproar, heat-wave, will-o-wisp, facade, focus-punch, follow-me, taunt, helping-hand, brick-break, knock-off, secret-power, overheat, covet, natural-gift, fling, power-swap, flare-blitz, poison-jab, focus-blast, giga-impact, rock-climb, lava-plume, captivate, flame-burst, flame-charge, low-sweep, acid-spray, round, clear-smog, incinerate, dual-chop, heat-crash, belch, confide, power-up-punch, burning-jealousy, scorching-sands, tera-blast, temper-flare",A este Pokémon se lo encontraron cerca de un volcán. Esta criatura ígnea tiene una temperatura corporal de unos 1200 °C.,False,False,45,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/61/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/126.png,2026-02-19T13:58:33.138881
127,pinsir,True,15,550,175,bug,"hyper-cutter, mold-breaker, moxie",moxie,65,125,100,55,70,85,85,"vice-grip, guillotine, swords-dance, cut, bind, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, hyper-beam, submission, seismic-toss, strength, string-shot, earthquake, dig, toxic, quick-attack, rage, mimic, double-team, harden, focus-energy, bide, rest, rock-slide, slash, substitute, thief, snore, curse, flail, reversal, protect, feint-attack, outrage, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, vital-throw, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, iron-defense, bulk-up, natural-gift, feint, close-combat, fling, me-first, x-scissor, focus-blast, giga-impact, rock-climb, stone-edge, captivate, stealth-rock, bug-bite, double-hit, smack-down, storm-throw, round, struggle-bug, bulldoze, confide, high-horsepower, throat-chop, brutal-swing",Atrapa presas con sus pinzas hasta que las parte en dos. Lanza lejos lo que no puede quebrar.,False,False,45,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/62/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/127.png,2026-02-19T13:58:33.835572
128,tauros,True,14,884,172,normal,"intimidate, anger-point, sheer-force",sheer-force,75,100,95,40,70,110,95,"stomp, headbutt, horn-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, leer, flamethrower, surf, ice-beam, blizzard, hyper-beam, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, focus-energy, bide, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, zap-cannon, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, megahorn, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, uproar, facade, helping-hand, role-play, revenge, endeavor, secret-power, rock-tomb, shock-wave, water-pulse, natural-gift, close-combat, payback, assurance, giga-impact, zen-headbutt, rock-climb, iron-head, stone-edge, captivate, round, incinerate, retaliate, bulldoze, work-up, wild-charge, confide, high-horsepower, throat-chop, smart-strike, stomping-tantrum, lash-out, tera-blast, raging-bull, trailblaze","Después de animarse a luchar fustigándose con sus tres colas, carga a toda velocidad.",False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/63/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/128.png,2026-02-19T13:58:34.658889
129,magikarp,True,9,100,40,water,"swift-swim, rattled",rattled,20,10,55,15,20,80,5,"tackle, hydro-pump, splash, flail, bounce",No es precisamente rápido ni fuerte. Es el Pokémon más debilucho y simplón de todos los que hay.,False,False,255,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/64/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/129.png,2026-02-19T13:58:35.307942
130,gyarados,True,65,2350,189,"water, flying","intimidate, moxie",moxie,95,125,79,60,100,81,102,"bind, headbutt, tackle, body-slam, take-down, thrash, double-edge, leer, bite, roar, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, strength, dragon-rage, thunderbolt, thunder-wave, thunder, earthquake, toxic, rage, mimic, double-team, reflect, focus-energy, bide, fire-blast, waterfall, skull-bash, splash, rest, substitute, snore, curse, flail, spite, protect, scary-face, zap-cannon, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, crunch, rock-smash, whirlpool, uproar, hail, torment, facade, taunt, helping-hand, endeavor, secret-power, dive, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, payback, dark-pulse, aqua-tail, dragon-pulse, giga-impact, avalanche, ice-fang, power-whip, iron-head, stone-edge, captivate, round, scald, incinerate, bulldoze, dragon-tail, hurricane, confide, brutal-swing, scale-shot, lash-out, tera-blast, chilling-water, dragon-cheer, temper-flare",En la literatura antigua se dice que un Gyarados rebosante de violencia arrasó un poblado.,False,False,45,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/64/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/130.png,2026-02-19T13:58:35.969515
131,lapras,True,25,2200,187,"water, ice","water-absorb, shell-armor, hydration",hydration,130,85,80,85,95,60,112,"headbutt, horn-drill, body-slam, take-down, double-edge, growl, roar, sing, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, solar-beam, dragon-rage, thunderbolt, thunder, earthquake, fissure, toxic, psychic, rage, mimic, double-team, confuse-ray, haze, reflect, bide, waterfall, skull-bash, dream-eater, psywave, rest, substitute, nightmare, snore, curse, protect, zap-cannon, foresight, perish-song, icy-wind, outrage, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, megahorn, dragon-breath, iron-tail, hidden-power, rain-dance, ancient-power, future-sight, rock-smash, whirlpool, hail, facade, helping-hand, refresh, secret-power, dive, hyper-voice, weather-ball, tickle, signal-beam, sheer-cold, muddy-water, icicle-spear, block, dragon-dance, shock-wave, water-pulse, brine, natural-gift, aqua-tail, dragon-pulse, giga-impact, avalanche, ice-shard, zen-headbutt, iron-head, captivate, round, echoed-voice, bulldoze, frost-breath, drill-run, freeze-dry, disarming-voice, confide, sparkling-aria, smart-strike, liquidation, body-press, life-dew, tera-blast, snowscape, chilling-water, dragon-cheer, alluring-voice, psychic-noise",Son buenos de corazón. Muchos fueron capturados por ser tan pacíficos. Ahora hay muchos menos.,False,False,45,70,sea,generation-i,https://pokeapi.co/api/v2/evolution-chain/65/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/131.png,2026-02-19T13:58:36.624686
132,ditto,True,3,40,101,normal,"limber, imposter",imposter,48,48,48,48,48,48,1,transform,Puede alterar por completo su estructura celular para emular cualquier objeto que vea.,False,False,35,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/66/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/132.png,2026-02-19T13:58:37.189607
